"","Orr","Vvd","Cda","D66","Pvda","Glef","wnOrr","wnVvd","wnCda","wnD66","wnPvda","wnGlef"
"950",5.1282,4.6715,4.3724,3.5952,3.2222,2.5417,42,143,154,131,170,49
"951",5.2188,4.3357,4.3307,3.5636,3.2067,2.6438,35,145,137,111,189,74
"952",4.8857,4.6791,4.1857,3.614,3.1667,2.8209,35,139,143,115,162,70
"953",5.4857,4.6763,4.2252,3.5745,3.1961,2.697,36,143,155,96,160,69
"954",5.087,4.6697,4.2252,3.7215,3.1716,2.6047,24,114,122,81,138,43
"955",5.2414,4.5369,4.2583,3.6395,2.9932,2.8276,36,155,126,89,156,58
"956",5.3103,4.664,4.3866,3.5,2.9846,2.6034,30,127,122,97,137,58
"957",4.9714,4.6569,4.3929,3.5789,3.072,2.4464,36,139,120,99,133,57
"958",5.2963,4.5481,4.2308,3.5224,3.1417,2.7442,28,108,121,67,129,43
"959",5.2432,4.5769,4.3636,3.44,3.1377,2.5122,37,136,139,77,146,45
"960",5.375,4.5593,4.4554,3.6923,3.0496,2.8,34,121,110,81,127,51
"961",5.2973,4.3394,4.301,3.5432,2.9167,2.8036,38,112,113,84,165,58
"962",5.4762,4.7568,4.4863,3.5327,3.1257,2.6667,42,151,153,110,179,63
"963",5.4643,4.6769,4.3465,3.5667,3.2069,2.5625,30,134,131,92,152,51
"964",5.1667,4.7353,4.4251,3.3462,3.2833,2.6349,50,176,171,109,193,63
"965",5.32,4.5114,4.4505,3.5614,3.1585,2.7647,26,92,94,60,91,38
"966",5.9231,4.7286,4.3295,3.6981,3.1047,2.6765,15,72,91,55,93,34
"967",5.4,4.6533,4.4857,3.5918,3.0471,2.6563,17,82,71,51,92,32
"968",5.3684,4.6923,4.5488,3.7619,3.2432,2.5957,21,97,87,43,116,50
"969",5,4.5833,4.4545,3.5156,3.2095,2.9355,18,87,93,65,109,32
"970",5,4.5385,4.2593,3.6105,3.1438,2.6531,31,135,142,96,162,52
"971",5.3429,4.6192,4.2874,3.6497,3.2573,2.4828,74,290,275,199,334,88
"972",5.2973,4.4599,4.4034,3.69,3.1645,2.7273,37,140,125,102,165,46
"973",5.4444,4.3839,4.3846,3.6351,3.32,2.8,28,122,136,79,186,45
"974",5.5313,4.5833,4.4575,3.6058,3.1027,2.6364,34,160,163,110,201,57
"975",5.2857,4.6455,4.5,3.5,3.089,2.7429,23,113,120,61,159,38
"976",5.1351,4.5403,4.4727,3.5921,3.2331,2.8431,40,126,115,80,152,52
"977",5.2045,4.578,4.6111,3.5758,3.0826,2.6207,47,177,174,103,233,58
"978",5.2647,4.5211,4.3907,3.6893,3.1143,2.7966,35,152,162,108,187,60
"979",5.6,4.6726,4.6087,3.4247,3.2209,2.825,26,120,119,78,173,41
"980",5.375,4.7266,4.3881,3.4419,3.1971,2.6429,25,150,145,90,145,43
"981",5.2273,4.6803,4.5727,3.6486,3.2041,3.0444,22,127,118,79,156,45
"982",5.619,4.4655,4.5172,3.6604,3.0576,2.8235,23,118,126,54,145,52
"983",5.1,4.5446,4.4068,3.4068,3.209,2.7879,21,107,123,60,140,33
"984",5,4.3661,4.4088,3.5278,3.1957,2.8246,27,117,143,76,145,58
"985",5,4.4196,4.5083,3.6622,3.1626,2.6296,26,117,128,76,132,54
"986",5.1154,4.4836,4.3652,3.6833,3.3537,2.7419,29,126,126,61,161,64
"987",5.3462,4.4754,4.3071,3.6375,3.2013,2.9833,29,127,149,80,166,61
"988",4.375,4.8511,4.4545,3.6216,3.1077,2.3333,16,47,61,39,69,22
